guid/image/axis,value
6a435008-ce2b-4991-b66b-93aa4a084e05/0120/z,7.5696054
6a435008-ce2b-4991-b66b-93aa4a084e05/0121/x,1.2654213
6a435008-ce2b-4991-b66b-93aa4a084e05/0121/y,-0.10916551
6a435008-ce2b-4991-b66b-93aa4a084e05/0121/z,6.9244514
6a435008-ce2b-4991-b66b-93aa4a084e05/0122/x,1.1241378
6a435008-ce2b-4991-b66b-93aa4a084e05/0122/y,-0.33116078
6a435008-ce2b-4991-b66b-93aa4a084e05/0122/z,7.176369
6a435008-ce2b-4991-b66b-93aa4a084e05/0123/x,1.0859569
6a435008-ce2b-4991-b66b-93aa4a084e05/0123/y,-0.25639766
6a435008-ce2b-4991-b66b-93aa4a084e05/0123/z,7.855543
6a435008-ce2b-4991-b66b-93aa4a084e05/0124/x,1.054956
6a435008-ce2b-4991-b66b-93aa4a084e05/0124/y,-0.23307729
6a435008-ce2b-4991-b66b-93aa4a084e05/0124/z,8.254219
6a435008-ce2b-4991-b66b-93aa4a084e05/0125/x,1.2270099
6a435008-ce2b-4991-b66b-93aa4a084e05/0125/y,-0.1434572
6a435008-ce2b-4991-b66b-93aa4a084e05/0125/z,8.021248
6a435008-ce2b-4991-b66b-93aa4a084e05/0126/x,1.2764486
6a435008-ce2b-4991-b66b-93aa4a084e05/0126/y,-0.12969767
6a435008-ce2b-4991-b66b-93aa4a084e05/0126/z,8.220546
6a435008-ce2b-4991-b66b-93aa4a084e05/0127/x,1.3263485
6a435008-ce2b-4991-b66b-93aa4a084e05/0127/y,-0.1300276
6a435008-ce2b-4991-b66b-93aa4a084e05/0127/z,8.224497
6a435008-ce2b-4991-b66b-93aa4a084e05/0128/x,1.3647596
6a435008-ce2b-4991-b66b-93aa4a084e05/0128/y,-0.13891365
6a435008-ce2b-4991-b66b-93aa4a084e05/0128/z,8.352459
6a435008-ce2b-4991-b66b-93aa4a084e05/0129/x,1.2917134
6a435008-ce2b-4991-b66b-93aa4a084e05/0129/y,-0.20671482
6a435008-ce2b-4991-b66b-93aa4a084e05/0129/z,8.380513
6a435008-ce2b-4991-b66b-93aa4a084e05/0130/x,0.6653034
6a435008-ce2b-4991-b66b-93aa4a084e05/0130/y,-0.23880655
6a435008-ce2b-4991-b66b-93aa4a084e05/0130/z,8.816937
6a435008-ce2b-4991-b66b-93aa4a084e05/0131/x,0.61292917
6a435008-ce2b-4991-b66b-93aa4a084e05/0131/y,-0.23234484
6a435008-ce2b-4991-b66b-93aa4a084e05/0131/z,8.825268
6a435008-ce2b-4991-b66b-93aa4a084e05/0132/x,0.5104435
6a435008-ce2b-4991-b66b-93aa4a084e05/0132/y,-0.23316538
6a435008-ce2b-4991-b66b-93aa4a084e05/0132/z,8.84587
6a435008-ce2b-4991-b66b-93aa4a084e05/0133/x,0.6459164
6a435008-ce2b-4991-b66b-93aa4a084e05/0133/y,-0.2298564
6a435008-ce2b-4991-b66b-93aa4a084e05/0133/z,8.8557205
6a435008-ce2b-4991-b66b-93aa4a084e05/0134/x,0.61094666
6a435008-ce2b-4991-b66b-93aa4a084e05/0134/y,-0.22299172
6a435008-ce2b-4991-b66b-93aa4a084e05/0134/z,8.808096
6a435008-ce2b-4991-b66b-93aa4a084e05/0135/x,0.61100674
6a435008-ce2b-4991-b66b-93aa4a084e05/0135/y,-0.20424518
6a435008-ce2b-4991-b66b-93aa4a084e05/0135/z,8.704427
6a435008-ce2b-4991-b66b-93aa4a084e05/0136/x,0.6673605
6a435008-ce2b-4991-b66b-93aa4a084e05/0136/y,-0.18399303
6a435008-ce2b-4991-b66b-93aa4a084e05/0136/z,8.584021
6a435008-ce2b-4991-b66b-93aa4a084e05/0137/x,0.37759182
6a435008-ce2b-4991-b66b-93aa4a084e05/0137/y,-0.25301325
6a435008-ce2b-4991-b66b-93aa4a084e05/0137/z,8.4262
6a435008-ce2b-4991-b66b-93aa4a084e05/0138/x,0.032772202
6a435008-ce2b-4991-b66b-93aa4a084e05/0138/y,-0.32553497
6a435008-ce2b-4991-b66b-93aa4a084e05/0138/z,8.382376
6a435008-ce2b-4991-b66b-93aa4a084e05/0139/x,0.45483252
6a435008-ce2b-4991-b66b-93aa4a084e05/0139/y,-0.34388724
6a435008-ce2b-4991-b66b-93aa4a084e05/0139/z,8.770551
6a435008-ce2b-4991-b66b-93aa4a084e05/0140/x,0.117820874
6a435008-ce2b-4991-b66b-93aa4a084e05/0140/y,-0.33838493
6a435008-ce2b-4991-b66b-93aa4a084e05/0140/z,9.179038
6a435008-ce2b-4991-b66b-93aa4a084e05/0141/x,0.27703
6a435008-ce2b-4991-b66b-93aa4a084e05/0141/y,-0.3399817
6a435008-ce2b-4991-b66b-93aa4a084e05/0141/z,9.387347
6a435008-ce2b-4991-b66b-93aa4a084e05/0142/x,0.30924606
6a435008-ce2b-4991-b66b-93aa4a084e05/0142/y,-0.31244433
6a435008-ce2b-4991-b66b-93aa4a084e05/0142/z,9.471955
6a435008-ce2b-4991-b66b-93aa4a084e05/0143/x,0.4783906
6a435008-ce2b-4991-b66b-93aa4a084e05/0143/y,-0.29175872
6a435008-ce2b-4991-b66b-93aa4a084e05/0143/z,9.578527
6a435008-ce2b-4991-b66b-93aa4a084e05/0144/x,0.5129491
6a435008-ce2b-4991-b66b-93aa4a084e05/0144/y,-0.27110213
6a435008-ce2b-4991-b66b-93aa4a084e05/0144/z,9.656537
6a435008-ce2b-4991-b66b-93aa4a084e05/0145/x,0.62347925
6a435008-ce2b-4991-b66b-93aa4a084e05/0145/y,-0.26191297
6a435008-ce2b-4991-b66b-93aa4a084e05/0145/z,9.654182
6a435008-ce2b-4991-b66b-93aa4a084e05/0146/x,0.5886125
6a435008-ce2b-4991-b66b-93aa4a084e05/0146/y,-0.24839321
6a435008-ce2b-4991-b66b-93aa4a084e05/0146/z,9.623753
6a435008-ce2b-4991-b66b-93aa4a084e05/0147/x,0.84479505
6a435008-ce2b-4991-b66b-93aa4a084e05/0147/y,-0.23124488
6a435008-ce2b-4991-b66b-93aa4a084e05/0147/z,9.568475
6a435008-ce2b-4991-b66b-93aa4a084e05/0148/x,0.91371876
6a435008-ce2b-4991-b66b-93aa4a084e05/0148/y,-0.23582877
6a435008-ce2b-4991-b66b-93aa4a084e05/0148/z,9.464478
6a435008-ce2b-4991-b66b-93aa4a084e05/0149/x,1.1254432
6a435008-ce2b-4991-b66b-93aa4a084e05/0149/y,-0.22304755
6a435008-ce2b-4991-b66b-93aa4a084e05/0149/z,9.307279
6a435008-ce2b-4991-b66b-93aa4a084e05/0150/x,1.1359236
6a435008-ce2b-4991-b66b-93aa4a084e05/0150/y,-0.12134892
6a435008-ce2b-4991-b66b-93aa4a084e05/0150/z,8.8176775
6a435008-ce2b-4991-b66b-93aa4a084e05/0151/x,1.1788559
6a435008-ce2b-4991-b66b-93aa4a084e05/0151/y,-0.21913347
6a435008-ce2b-4991-b66b-93aa4a084e05/0151/z,8.477951
6a435008-ce2b-4991-b66b-93aa4a084e05/0152/x,0.44274506
6a435008-ce2b-4991-b66b-93aa4a084e05/0152/y,-0.20734645
6a435008-ce2b-4991-b66b-93aa4a084e05/0152/z,8.279279
6a435008-ce2b-4991-b66b-93aa4a084e05/0153/x,0.2814526
6a435008-ce2b-4991-b66b-93aa4a084e05/0153/y,-0.19843963
6a435008-ce2b-4991-b66b-93aa4a084e05/0153/z,8.300686
6a435008-ce2b-4991-b66b-93aa4a084e05/0154/x,0.6721832
6a435008-ce2b-4991-b66b-93aa4a084e05/0154/y,-0.20147586
6a435008-ce2b-4991-b66b-93aa4a084e05/0154/z,8.3392
6a435008-ce2b-4991-b66b-93aa4a084e05/0155/x,0.601145
6a435008-ce2b-4991-b66b-93aa4a084e05/0155/y,-0.19808084
6a435008-ce2b-4991-b66b-93aa4a084e05/0155/z,8.330733
6a435008-ce2b-4991-b66b-93aa4a084e05/0156/x,0.57524836
6a435008-ce2b-4991-b66b-93aa4a084e05/0156/y,-0.20860817
6a435008-ce2b-4991-b66b-93aa4a084e05/0156/z,8.305233
6b08aacf-49fe-445b-8085-41d09f937be5/0000/x,-26.078518
6b08aacf-49fe-445b-8085-41d09f937be5/0000/y,-5.9602776
6b08aacf-49fe-445b-8085-41d09f937be5/0000/z,75.56993
6b08aacf-49fe-445b-8085-41d09f937be5/0001/x,-25.828457
6b08aacf-49fe-445b-8085-41d09f937be5/0001/y,-5.665899
6b08aacf-49fe-445b-8085-41d09f937be5/0001/z,72.95728
6b08aacf-49fe-445b-8085-41d09f937be5/0002/x,-25.891455
6b08aacf-49fe-445b-8085-41d09f937be5/0002/y,-4.923254
6b08aacf-49fe-445b-8085-41d09f937be5/0002/z,70.15592
6b08aacf-49fe-445b-8085-41d09f937be5/0003/x,-26.57436
6b08aacf-49fe-445b-8085-41d09f937be5/0003/y,-5.081221
6b08aacf-49fe-445b-8085-41d09f937be5/0003/z,63.94135
6b08aacf-49fe-445b-8085-41d09f937be5/0004/x,-26.831732
6b08aacf-49fe-445b-8085-41d09f937be5/0004/y,-5.1775002
6b08aacf-49fe-445b-8085-41d09f937be5/0004/z,59.286827
6b08aacf-49fe-445b-8085-41d09f937be5/0005/x,-26.76448
6b08aacf-49fe-445b-8085-41d09f937be5/0005/y,-5.3175135
6b08aacf-49fe-445b-8085-41d09f937be5/0005/z,55.742542
6b08aacf-49fe-445b-8085-41d09f937be5/0006/x,-26.626917
6b08aacf-49fe-445b-8085-41d09f937be5/0006/y,-4.9863153
6b08aacf-49fe-445b-8085-41d09f937be5/0006/z,53.185917
6b08aacf-49fe-445b-8085-41d09f937be5/0007/x,-26.502464
6b08aacf-49fe-445b-8085-41d09f937be5/0007/y,-4.52037
6b08aacf-49fe-445b-8085-41d09f937be5/0007/z,50.184517
6b08aacf-49fe-445b-8085-41d09f937be5/0008/x,-26.403357
6b08aacf-49fe-445b-8085-41d09f937be5/0008/y,-4.116524
6b08aacf-49fe-445b-8085-41d09f937be5/0008/z,47.394875
6b08aacf-49fe-445b-8085-41d09f937be5/0009/x,-26.322155
6b08aacf-49fe-445b-8085-41d09f937be5/0009/y,-3.387457
6b08aacf-49fe-445b-8085-41d09f937be5/0009/z,44.334408
6b08aacf-49fe-445b-8085-41d09f937be5/0010/x,-26.259752
6b08aacf-49fe-445b-8085-41d09f937be5/0010/y,-3.4002466
6b08aacf-49fe-445b-8085-41d09f937be5/0010/z,41.460865
6b08aacf-49fe-445b-8085-41d09f937be5/0011/x,-26.18802
6b08aacf-49fe-445b-8085-41d09f937be5/0011/y,-2.8604865
6b08aacf-49fe-445b-8085-41d09f937be5/0011/z,39.334988
6b08aacf-49fe-445b-8085-41d09f937be5/0012/x,-26.078102
6b08aacf-49fe-445b-8085-41d09f937be5/0012/y,-2.6624649
6b08aacf-49fe-445b-8085-41d09f937be5/0012/z,37.76301
6b08aacf-49fe-445b-8085-41d09f937be5/0013/x,-25.900034
6b08aacf-49fe-445b-8085-41d09f937be5/0013/y,-2.347725
6b08aacf-49fe-445b-8085-41d09f937be5/0013/z,35.537613
6b08aacf-49fe-445b-8085-41d09f937be5/0014/x,26.139057
6b08aacf-49fe-445b-8085-41d09f937be5/0014/y,-4.7739434
6b08aacf-49fe-445b-8085-41d09f937be5/0014/z,38.69499
6b08aacf-49fe-445b-8085-41d09f937be5/0015/x,10.726202
6b08aacf-49fe-445b-8085-41d09f937be5/0015/y,-4.822215
6b08aacf-49fe-445b-8085-41d09f937be5/0015/z,43.275124
6b08aacf-49fe-445b-8085-41d09f937be5/0016/x,-15.10035
6b08aacf-49fe-445b-8085-41d09f937be5/0016/y,-1.8086989
6b08aacf-49fe-445b-8085-41d09f937be5/0016/z,25.374784
6b08aacf-49fe-445b-8085-41d09f937be5/0017/x,-15.8174715
6b08aacf-49fe-445b-8085-41d09f937be5/0017/y,-2.1234586
6b08aacf-49fe-445b-8085-41d09f937be5/0017/z,22.039156
6b08aacf-49fe-445b-8085-41d09f937be5/0018/x,-25.011082
6b08aacf-49fe-445b-8085-41d09f937be5/0018/y,-3.0503912
6b08aacf-49fe-445b-8085-41d09f937be5/0018/z,40.10947
6b08aacf-49fe-445b-8085-41d09f937be5/0019/x,-25.069649
6b08aacf-49fe-445b-8085-41d09f937be5/0019/y,-3.0138369
6b08aacf-49fe-445b-8085-41d09f937be5/0019/z,38.518196
6b08aacf-49fe-445b-8085-41d09f937be5/0020/x,-25.101505
6b08aacf-49fe-445b-8085-41d09f937be5/0020/y,-2.822334
6b08aacf-49fe-445b-8085-41d09f937be5/0020/z,36.95416
6b08aacf-49fe-445b-8085-41d09f937be5/0021/x,-25.104229
6b08aacf-49fe-445b-8085-41d09f937be5/0021/y,-2.7981586
6b08aacf-49fe-445b-8085-41d09f937be5/0021/z,34.60689
6b08aacf-49fe-445b-8085-41d09f937be5/0022/x,-25.070791
6b08aacf-49fe-445b-8085-41d09f937be5/0022/y,-2.6743116
6b08aacf-49fe-445b-8085-41d09f937be5/0022/z,33.07227
6b08aacf-49fe-445b-8085-41d09f937be5/0023/x,-25.041847
6b08aacf-49fe-445b-8085-41d09f937be5/0023/y,-2.5058157
6b08aacf-49fe-445b-8085-41d09f937be5/0023/z,31.536076
6b08aacf-49fe-445b-8085-41d09f937be5/0024/x,1.7623414
6b08aacf-49fe-445b-8085-41d09f937be5/0024/y,-2.6316242
6b08aacf-49fe-445b-8085-41d09f937be5/0024/z,31.027834
6b08aacf-49fe-445b-8085-41d09f937be5/0025/x,6.488678
6b08aacf-49fe-445b-8085-41d09f937be5/0025/y,-2.1817832
6b08aacf-49fe-445b-8085-41d09f937be5/0025/z,28.55682
6b08aacf-49fe-445b-8085-41d09f937be5/0026/x,13.556112
6b08aacf-49fe-445b-8085-41d09f937be5/0026/y,-1.5338603
6b08aacf-49fe-445b-8085-41d09f937be5/0026/z,15.349776
6b08aacf-49fe-445b-8085-41d09f937be5/0027/x,-19.162098
6b08aacf-49fe-445b-8085-41d09f937be5/0027/y,-0.91540885
6b08aacf-49fe-445b-8085-41d09f937be5/0027/z,24.928223
6b08aacf-49fe-445b-8085-41d09f937be5/0028/x,-16.981493
6b08aacf-49fe-445b-8085-41d09f937be5/0028/y,-0.8756173
6b08aacf-49fe-445b-8085-41d09f937be5/0028/z,22.483978
6b08aacf-49fe-445b-8085-41d09f937be5/0029/x,-16.29214
6b08aacf-49fe-445b-8085-41d09f937be5/0029/y,-1.1054807
6b08aacf-49fe-445b-8085-41d09f937be5/0029/z,19.143148
6b08aacf-49fe-445b-8085-41d09f937be5/0030/x,-16.06691
6b08aacf-49fe-445b-8085-41d09f937be5/0030/y,-0.4115065
6b08aacf-49fe-445b-8085-41d09f937be5/0030/z,15.793151
6b08aacf-49fe-445b-8085-41d09f937be5/0031/x,-59.78598
6b08aacf-49fe-445b-8085-41d09f937be5/0031/y,-5.886346
6b08aacf-49fe-445b-8085-41d09f937be5/0031/z,77.06682
6b08aacf-49fe-445b-8085-41d09f937be5/0032/x,-59.728416
6b08aacf-49fe-445b-8085-41d09f937be5/0032/y,-5.846978
6b08aacf-49fe-445b-8085-41d09f937be5/0032/z,71.17573
6b08aacf-49fe-445b-8085-41d09f937be5/0033/x,2.915596
6b08aacf-49fe-445b-8085-41d09f937be5/0033/y,-3.1905427
6b08aacf-49fe-445b-8085-41d09f937be5/0033/z,49.18423
6b08aacf-49fe-445b-8085-41d09f937be5/0034/x,12.66493
6b08aacf-49fe-445b-8085-41d09f937be5/0034/y,-2.3553731
6b08aacf-49fe-445b-8085-41d09f937be5/0034/z,31.05991
6b08aacf-49fe-445b-8085-41d09f937be5/0035/x,12.768371
6b08aacf-49fe-445b-8085-41d09f937be5/0035/y,-2.1787167
6b08aacf-49fe-445b-8085-41d09f937be5/0035/z,28.0129
6b08aacf-49fe-445b-8085-41d09f937be5/0036/x,12.753665
6b08aacf-49fe-445b-8085-41d09f937be5/0036/y,-1.8842115
6b08aacf-49fe-445b-8085-41d09f937be5/0036/z,25.023878
6b08aacf-49fe-445b-8085-41d09f937be5/0037/x,12.668494
6b08aacf-49fe-445b-8085-41d09f937be5/0037/y,-1.5645665
6b08aacf-49fe-445b-8085-41d09f937be5/0037/z,22.071587
6b08aacf-49fe-445b-8085-41d09f937be5/0038/x,12.603676
6b08aacf-49fe-445b-8085-41d09f937be5/0038/y,-1.312053
6b08aacf-49fe-445b-8085-41d09f937be5/0038/z,19.10767
6b08aacf-49fe-445b-8085-41d09f937be5/0039/x,12.564178
6b08aacf-49fe-445b-8085-41d09f937be5/0039/y,-0.9977061
6b08aacf-49fe-445b-8085-41d09f937be5/0039/z,16.142075
6b08aacf-49fe-445b-8085-41d09f937be5/0040/x,12.526158
6b08aacf-49fe-445b-8085-41d09f937be5/0040/y,-0.71659285
6b08aacf-49fe-445b-8085-41d09f937be5/0040/z,13.177864
6b08aacf-49fe-445b-8085-41d09f937be5/0041/x,12.972706
6b08aacf-49fe-445b-8085-41d09f937be5/0041/y,-0.5651582
6b08aacf-49fe-445b-8085-41d09f937be5/0041/z,17.125772
6b08aacf-49fe-445b-8085-41d09f937be5/0042/x,24.720472
6b08aacf-49fe-445b-8085-41d09f937be5/0042/y,-2.835443
6b08aacf-49fe-445b-8085-41d09f937be5/0042/z,36.640953
6b08aacf-49fe-445b-8085-41d09f937be5/0043/x,24.78991
6b08aacf-49fe-445b-8085-41d09f937be5/0043/y,-2.5242918
6b08aacf-49fe-445b-8085-41d09f937be5/0043/z,33.599705
6b08aacf-49fe-445b-8085-41d09f937be5/0044/x,24.959908
6b08aacf-49fe-445b-8085-41d09f937be5/0044/y,-2.2182574
6b08aacf-49fe-445b-8085-41d09f937be5/0044/z,30.480444
6b08aacf-49fe-445b-8085-41d09f937be5/0045/x,-38.46765
6b08aacf-49fe-445b-8085-41d09f937be5/0045/y,-5.7418423
6b08aacf-49fe-445b-8085-41d09f937be5/0045/z,71.81247
6b08aacf-49fe-445b-8085-41d09f937be5/0046/x,-38.467968
6b08aacf-49fe-445b-8085-41d09f937be5/0046/y,-5.638769
6b08aacf-49fe-445b-8085-41d09f937be5/0046/z,69.90902
6b08aacf-49fe-445b-8085-41d09f937be5/0047/x,21.22716
6b08aacf-49fe-445b-8085-41d09f937be5/0047/y,-4.3606153
6b08aacf-49fe-445b-8085-41d09f937be5/0047/z,66.92764
6b08aacf-49fe-445b-8085-41d09f937be5/0048/x,30.445105
6b08aacf-49fe-445b-8085-41d09f937be5/0048/y,-3.83115
6b08aacf-49fe-445b-8085-41d09f937be5/0048/z,61.893597
6b08aacf-49fe-445b-8085-41d09f937be5/0049/x,36.96576
6b08aacf-49fe-445b-8085-41d09f937be5/0049/y,-3.3840518
6b08aacf-49fe-445b-8085-41d09f937be5/0049/z,56.746468
6b08aacf-49fe-445b-8085-41d09f937be5/0050/x,41.644238
6b08aacf-49fe-445b-8085-41d09f937be5/0050/y,-3.071171
6b08aacf-49fe-445b-8085-41d09f937be5/0050/z,51.68642
6b08aacf-49fe-445b-8085-41d09f937be5/0051/x,-3.8992069
6b08aacf-49fe-445b-8085-41d09f937be5/0051/y,-4.4563384
6b08aacf-49fe-445b-8085-41d09f937be5/0051/z,58.76055
6b08aacf-49fe-445b-8085-41d09f937be5/0052/x,-3.4879365
6b08aacf-49fe-445b-8085-41d09f937be5/0052/y,-3.1694162
6b08aacf-49fe-445b-8085-41d09f937be5/0052/z,52.851723
6b08aacf-49fe-445b-8085-41d09f937be5/0053/x,-3.347749
6b08aacf-49fe-445b-8085-41d09f937be5/0053/y,-3.8336787
6b08aacf-49fe-445b-8085-41d09f937be5/0053/z,46.790676
6b08aacf-49fe-445b-8085-41d09f937be5/0054/x,-3.5396214
6b08aacf-49fe-445b-8085-41d09f937be5/0054/y,-3.034865
6b08aacf-49fe-445b-8085-41d09f937be5/0054/z,40.98458
6b08aacf-49fe-445b-8085-41d09f937be5/0055/x,-3.850461
6b08aacf-49fe-445b-8085-41d09f937be5/0055/y,-2.5262747
6b08aacf-49fe-445b-8085-41d09f937be5/0055/z,35.27958
6b08aacf-49fe-445b-8085-41d09f937be5/0056/x,-4.0929103
6b08aacf-49fe-445b-8085-41d09f937be5/0056/y,-2.137349
6b08aacf-49fe-445b-8085-41d09f937be5/0056/z,29.699144
6b08aacf-49fe-445b-8085-41d09f937be5/0057/x,-4.250428
6b08aacf-49fe-445b-8085-41d09f937be5/0057/y,-1.6169856
6b08aacf-49fe-445b-8085-41d09f937be5/0057/z,24.272135
6b08aacf-49fe-445b-8085-41d09f937be5/0058/x,-4.3380966
6b08aacf-49fe-445b-8085-41d09f937be5/0058/y,-1.1967617
6b08aacf-49fe-445b-8085-41d09f937be5/0058/z,18.976923
6b08aacf-49fe-445b-8085-41d09f937be5/0059/x,-4.3542747
6b08aacf-49fe-445b-8085-41d09f937be5/0059/y,-0.6789256
6b08aacf-49fe-445b-8085-41d09f937be5/0059/z,13.806689
6b08aacf-49fe-445b-8085-41d09f937be5/0060/x,-4.337563
6b08aacf-49fe-445b-8085-41d09f937be5/0060/y,-0.10503192
6b08aacf-49fe-445b-8085-41d09f937be5/0060/z,7.5050693
6b08aacf-49fe-445b-8085-41d09f937be5/0061/x,47.0259
6b08aacf-49fe-445b-8085-41d09f937be5/0061/y,-7.527069
6b08aacf-49fe-445b-8085-41d09f937be5/0061/z,89.48665
6b08aacf-49fe-445b-8085-41d09f937be5/0062/x,58.739735
6b08aacf-49fe-445b-8085-41d09f937be5/0062/y,-6.166742
6b08aacf-49fe-445b-8085-41d09f937be5/0062/z,80.97538
6b08aacf-49fe-445b-8085-41d09f937be5/0063/x,63.48942
6b08aacf-49fe-445b-8085-41d09f937be5/0063/y,-5.838682
6b08aacf-49fe-445b-8085-41d09f937be5/0063/z,75.711266
6b08aacf-49fe-445b-8085-41d09f937be5/0064/x,11.627342
6b08aacf-49fe-445b-8085-41d09f937be5/0064/y,-0.58594465
6b08aacf-49fe-445b-8085-41d09f937be5/0064/z,18.753748
6b08aacf-49fe-445b-8085-41d09f937be5/0065/x,25.526917
6b08aacf-49fe-445b-8085-41d09f937be5/0065/y,-3.0493398
6b08aacf-49fe-445b-8085-41d09f937be5/0065/z,42.82938
6b08aacf-49fe-445b-8085-41d09f937be5/0066/x,24.655443
6b08aacf-49fe-445b-8085-41d09f937be5/0066/y,-2.6832902
6b08aacf-49fe-445b-8085-41d09f937be5/0066/z,36.13966
6b08aacf-49fe-445b-8085-41d09f937be5/0067/x,24.78332
6b08aacf-49fe-445b-8085-41d09f937be5/0067/y,-2.371685
6b08aacf-49fe-445b-8085-41d09f937be5/0067/z,33.07093
6b08aacf-49fe-445b-8085-41d09f937be5/0068/x,24.972616
6b08aacf-49fe-445b-8085-41d09f937be5/0068/y,-2.1604464
6b08aacf-49fe-445b-8085-41d09f937be5/0068/z,29.924479
6b08aacf-49fe-445b-8085-41d09f937be5/0069/x,-10.015937
6b08aacf-49fe-445b-8085-41d09f937be5/0069/y,-4.908068
6b08aacf-49fe-445b-8085-41d09f937be5/0069/z,67.923164
6b08aacf-49fe-445b-8085-41d09f937be5/0070/x,-38.345284
6b08aacf-49fe-445b-8085-41d09f937be5/0070/y,-5.0458455
6b08aacf-49fe-445b-8085-41d09f937be5/0070/z,68.890625
6b08aacf-49fe-445b-8085-41d09f937be5/0071/x,-38.24848
6b08aacf-49fe-445b-8085-41d09f937be5/0071/y,-3.7592998
6b08aacf-49fe-445b-8085-41d09f937be5/0071/z,57.00272
6b08aacf-49fe-445b-8085-41d09f937be5/0072/x,-9.754084
6b08aacf-49fe-445b-8085-41d09f937be5/0072/y,-0.23414552
6b08aacf-49fe-445b-8085-41d09f937be5/0072/z,12.008213
6b08aacf-49fe-445b-8085-41d09f937be5/0073/x,5.7597528
6b08aacf-49fe-445b-8085-41d09f937be5/0073/y,-5.97217
6b08aacf-49fe-445b-8085-41d09f937be5/0073/z,63.40369
6b08aacf-49fe-445b-8085-41d09f937be5/0074/x,4.111716
6b08aacf-49fe-445b-8085-41d09f937be5/0074/y,-5.587215
6b08aacf-49fe-445b-8085-41d09f937be5/0074/z,60.415905
6b08aacf-49fe-445b-8085-41d09f937be5/0075/x,2.632861
6b08aacf-49fe-445b-8085-41d09f937be5/0075/y,-5.1757464
6b08aacf-49fe-445b-8085-41d09f937be5/0075/z,57.362957
6b08aacf-49fe-445b-8085-41d09f937be5/0076/x,1.2228384
6b08aacf-49fe-445b-8085-41d09f937be5/0076/y,-5.1813083
6b08aacf-49fe-445b-8085-41d09f937be5/0076/z,54.131577
6b08aacf-49fe-445b-8085-41d09f937be5/0077/x,-0.080121234
6b08aacf-49fe-445b-8085-41d09f937be5/0077/y,-4.767235
6b08aacf-49fe-445b-8085-41d09f937be5/0077/z,50.70386
6b08aacf-49fe-445b-8085-41d09f937be5/0078/x,-1.3508393
6b08aacf-49fe-445b-8085-41d09f937be5/0078/y,-4.047405
6b08aacf-49fe-445b-8085-41d09f937be5/0078/z,47.031975
6b08aacf-49fe-445b-8085-41d09f937be5/0079/x,-5.2009697
6b08aacf-49fe-445b-8085-41d09f937be5/0079/y,-2.5249941
6b08aacf-49fe-445b-8085-41d09f937be5/0079/z,30.367735
6b08aacf-49fe-445b-8085-41d09f937be5/0080/x,-10.939206
6b08aacf-49fe-445b-8085-41d09f937be5/0080/y,-6.2304473
6b08aacf-49fe-445b-8085-41d09f937be5/0080/z,60.35856
6b08aacf-49fe-445b-8085-41d09f937be5/0081/x,-11.021884
6b08aacf-49fe-445b-8085-41d09f937be5/0081/y,-5.5066047
6b08aacf-49fe-445b-8085-41d09f937be5/0081/z,55.308994
6b08aacf-49fe-445b-8085-41d09f937be5/0082/x,29.41833
6b08aacf-49fe-445b-8085-41d09f937be5/0082/y,-2.1711378
6b08aacf-49fe-445b-8085-41d09f937be5/0082/z,34.247417
6b08aacf-49fe-445b-8085-41d09f937be5/0083/x,-30.02085
6b08aacf-49fe-445b-8085-41d09f937be5/0083/y,-3.4298403
6b08aacf-49fe-445b-8085-41d09f937be5/0083/z,48.542717
6b08aacf-49fe-445b-8085-41d09f937be5/0084/x,-30.247595
6b08aacf-49fe-445b-8085-41d09f937be5/0084/y,-3.0391176
6b08aacf-49fe-445b-8085-41d09f937be5/0084/z,46.276943
6b08aacf-49fe-445b-8085-41d09f937be5/0085/x,-30.425005
6b08aacf-49fe-445b-8085-41d09f937be5/0085/y,-2.8062534
6b08aacf-49fe-445b-8085-41d09f937be5/0085/z,44.16903
6b08aacf-49fe-445b-8085-41d09f937be5/0086/x,-30.523535
6b08aacf-49fe-445b-8085-41d09f937be5/0086/y,-2.4341323
6b08aacf-49fe-445b-8085-41d09f937be5/0086/z,41.782837
6b08aacf-49fe-445b-8085-41d09f937be5/0087/x,-30.565104
6b08aacf-49fe-445b-8085-41d09f937be5/0087/y,-2.3311698
6b08aacf-49fe-445b-8085-41d09f937be5/0087/z,39.823128
6b08aacf-49fe-445b-8085-41d09f937be5/0088/x,14.627749
6b08aacf-49fe-445b-8085-41d09f937be5/0088/y,-1.4180402
6b08aacf-49fe-445b-8085-41d09f937be5/0088/z,15.161317
6b08aacf-49fe-445b-8085-41d09f937be5/0089/x,-16.23192
6b08aacf-49fe-445b-8085-41d09f937be5/0089/y,-1.9008089
6b08aacf-49fe-445b-8085-41d09f937be5/0089/z,21.379951
6b08aacf-49fe-445b-8085-41d09f937be5/0090/x,-13.333467
6b08aacf-49fe-445b-8085-41d09f937be5/0090/y,-1.3572652
6b08aacf-49fe-445b-8085-41d09f937be5/0090/z,18.694838
6b08aacf-49fe-445b-8085-41d09f937be5/0091/x,-11.736399
6b08aacf-49fe-445b-8085-41d09f937be5/0091/y,-0.86950356
6b08aacf-49fe-445b-8085-41d09f937be5/0091/z,15.079572
6b08aacf-49fe-445b-8085-41d09f937be5/0092/x,-10.505775
